Çalışan Sicil No;Gösterge Adı;Periyot;Ürün;Planlanan;Gerçekleşen;Realizasyon
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;ACETUDİL;10266125;11302216;110,09
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;ALLERSET;48572404;51365392;105,75
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;ANTHIX;5479976;4248128;77,52
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;APIKOBAL;66019141;53366340;80,83
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;APIKOBAL PLUS;19207514;20581905;107,16
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;BARICUS;231499,0372;281175;121,46
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;BRONCHOREST;8145512;6755430;82,93
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;DİCLOFLAM;49128283;49029910;99,8
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;ENORNO;1234203,376;1918375;155,43
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;FLEXO GRUP;22078344;18728810;84,83
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;FLUREND;16624593;4915073;29,57
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;FORFLU;2749896;2058832;74,87
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;İLİADİN;64277044;80765455;125,65
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;LOCODERM;9438077;9324110;98,79
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;MAGNİS;3895253;4145764;106,43
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;NAZOSTER;13257334;15059271;113,59
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;PARAFON ;41214232;38553546;93,54
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;PİNİX;12081022;11088875;91,79
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;SEMPRİBAN;7692933;6238736;81,1
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;TERBİSİL;25053632;27758263;110,8
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;THERMOFLEX;868948;1020665;117,46
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;TRİBUDAT FORTE;10134476;7732682;76,3
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;TRİBUDAT SOLUSYON;5073200;6484445;127,82
101964;PAZM - Net Master Kota Realizasyonu (İlgili Tüm Ürünler) TL;1;UKRA;3183295;2574194;80,87
