Çalışan Sicil No;Gösterge Adı ;Periyot;Ürün;Planlanan;Gerçekleşen;Sonuç 
100115;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;ETKINIA  ;91304,22156;87449,00554;95,78
100115;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;GYREX;322269,2329;359954,5265;111,69
100115;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;PHOCUSS  ;62843,14425;104030,6588;165,54
100115;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;SECITA;313766,4531;343537,5032;109,49
100139;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;ELEKTRA PLUS JEL;559549,149;656784,04;117,38
100139;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;HIRUDOID;527249,3996;438383,2;83,15
100139;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;MODET;281453,1531;265630,36;94,38
100139;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;CREBROS;258566,0924;227961,89;88,16
100139;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;521742,2194;607347,95;116,41
100139;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;277870,0675;303264,05;109,14
100139;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;ELEKTRA PLUS JEL;562744,2823;617027,0246;109,65
100139;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;HIRUDOID;599942,0502;575652,7404;95,95
100139;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;MODET;307110,769;307256,4678;100,05
100161;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;ELEKTRA PLUS JEL;407637,4344;331623,6;81,35
100161;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;HIRUDOID;279495,1499;203988;72,98
100161;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;MODET;176445,2153;155529,02;88,15
100161;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;CREBROS;176058,6544;136522,56;77,54
100161;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;380053,3299;273955;72,08
100161;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;173045,7403;170257,25;98,39
100161;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;ELEKTRA PLUS JEL;409920,5143;322828,9215;78,75
100161;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;HIRUDOID;316864,8303;287971,7648;90,88
100161;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;MODET;194174,2955;201937,1112;104
100162;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;EVASİF  ;272382,3365;263112;96,6
100162;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;SIDATRIA  ;41451,95961;43379;104,65
100162;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;ZENTICAVIR;86114,27085;87057,3;101,1
100162;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;EVASİF  ;282204,1069;273715,92;96,99
100162;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;SIDATRIA  ;70204,02255;49885;71,06
100162;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;ZENTICAVIR;84014,35162;99950,41;118,97
100162;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;EVASİF  ;291963,2317;302725,8043;103,69
100162;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;SIDATRIA  ;69909,6168;100926,5137;144,37
100162;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;ZENTICAVIR;110296,4765;140709,9382;127,57
100198;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;EVASİF  ;262592,0541;266304;101,41
100198;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;SIDATRIA  ;74103,96349;57260,28;77,27
100198;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;ZENTICAVIR;86374,77409;89865;104,04
100198;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;EVASİF  ;270439,5965;261131,28;96,56
100198;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;SIDATRIA  ;125951,2482;71335,55;56,64
100198;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;ZENTICAVIR;83959,66035;127040,85;151,31
100198;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;EVASİF  ;279560,6539;304333,2484;108,86
100198;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;SIDATRIA  ;115938,3065;135588,1423;116,95
100198;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;ZENTICAVIR;110329,287;158839,7359;143,97
100234;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;FLUREND;296325,411;230809,81;77,89
100234;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;ILIADIN;1341754,192;1136918;84,73
100234;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;MAGNIS  ;45234,50569;52406,2;115,85
100234;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;774474,0768;720740,1;93,06
100234;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS  ;54705,29987;77755,2;142,13
100234;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;TERBISIL;288182,7627;291535,37;101,16
100234;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;ILIADIN;494215,5491;467643,75;94,62
100234;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;MAGNIS  ;58647,85881;54527,59626;92,97
100234;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;TERBISIL;281557,8036;347971,4252;123,59
100238;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;BRONCHOREST  ;79606,56467;66390,44;83,4
100238;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;DICLOFLAM  ;430137,0087;314612,76;73,14
100238;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;PARAFON/X;548650,574;507677,82;92,53
100238;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST  ;105028,5888;75289,8;71,69
100238;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM  ;432231,6544;326283,57;75,49
100238;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;582301,6074;702746,69;120,68
100238;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;BRONCHOREST  ;61827,09703;50888,97847;82,31
100238;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;DICLOFLAM  ;398501,7959;330371,2;82,9
100238;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;PARAFON/X;573164,3301;465843;81,28
100246;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;FLUREND;216655,8986;241825,98;111,62
100246;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;ILIADIN;985468,5745;1100684,94;111,69
100246;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;MAGNIS  ;54882,63186;71881,32;130,97
100246;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;576863,3571;511827,57;88,73
100246;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS  ;66412,20004;74802,64;112,63
100246;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;TERBISIL;172582,9299;148435,24;86,01
100246;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;ILIADIN;366359,0398;368391,82;100,55
100246;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;MAGNIS  ;71198,47656;76866,16896;107,96
100246;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;TERBISIL;169157,2324;145460,5789;85,99
100264;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;BRONCHOREST  ;110803,6469;93291,58;84,2
100264;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;DICLOFLAM  ;788681,6391;765801,96;97,1
100264;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;PARAFON/X;651456,4542;640240,89;98,28
100264;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST  ;146891,3379;120268,8;81,88
100264;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM  ;793749,6472;784669,32;98,86
100264;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;690985,0274;836535,05;121,06
100264;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;BRONCHOREST  ;89418,17381;80386,70121;89,9
100264;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;DICLOFLAM  ;731808,1699;631632,96;86,31
100264;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;PARAFON/X;679808,0957;585599;86,14
100268;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;DULOXX;165743,0569;200548,9;121
100268;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;ETKINIA  ;69747,40329;66445,09;95,27
100268;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;GYREX;316866,9594;349668,21;110,35
100268;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;PHOCUSS  ;41927,65198;73360;174,97
100268;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;SAYFREN;37540,0662;39078;104,1
100268;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;SECITA;243773,7156;240474,99;98,65
100268;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;DULOXX;165360,1607;177080,64;107,09
100268;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;ETKINIA  ;72662,47779;71136,63;97,9
100268;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;GYREX;313237,2523;354258,49;113,1
100268;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;PHOCUSS  ;52507,84097;88421,2;168,4
100268;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;SAYFREN;37281,0506;38690,9;103,78
100268;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;SECITA;255362,4056;245727,59;96,23
100268;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;DULOXX;176625,7334;204173,4421;115,6
100268;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;ETKINIA  ;74308,75121;85191,1189;114,64
100268;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;GYREX;330427,5323;364890,1383;110,43
100268;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;PHOCUSS  ;68006,73168;113900,6739;167,48
100268;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;SECITA;258912,3424;268822,1938;103,83
100285;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;BRONCHOREST  ;114886,309;67086,42;58,39
100285;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;DICLOFLAM  ;481286,4737;399403,62;82,99
100285;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;PARAFON/X;535880,5594;510919,92;95,34
100285;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST  ;152380,1966;94186,2;61,81
100285;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM  ;483595,3734;385219,26;79,66
100285;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;567766,3748;658199,12;115,93
100285;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;BRONCHOREST  ;89615,73915;64740,35915;72,24
100285;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;DICLOFLAM  ;445857,2621;326949,44;73,33
100285;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;PARAFON/X;558788,1868;498735,72;89,25
100295;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;DULOXX;261984,1504;283749,1;108,31
100295;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;ETKINIA  ;117423,6563;115816,97;98,63
100295;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;GYREX;471113,9931;478023,31;101,47
100295;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;PHOCUSS  ;65527,1997;71064;108,45
100295;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;SAYFREN;72346,70947;77962,32;107,76
100295;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;SECITA;376064,1009;363876,56;96,76
100295;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;DULOXX;261041,6805;272580;104,42
100295;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;ETKINIA  ;121412,9956;129864,72;106,96
100295;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;GYREX;465498,2719;523449,29;112,45
100295;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;PHOCUSS  ;81993,21849;82045,6;100,06
100295;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;SAYFREN;71597,25535;76541,15;106,91
100295;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;SECITA;393214,7039;392757,05;99,88
100295;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;DULOXX;278786,2186;287323,4135;103,06
100295;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;ETKINIA  ;124163,7994;127222,123;102,46
100295;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;GYREX;490769,8763;533906,8215;108,79
100295;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;PHOCUSS  ;106195,2267;106530,9338;100,32
100295;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;SECITA;398965,335;406942,5086;102
100297;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;DULOXX;93664,11243;95263,2;101,71
100297;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;ETKINIA  ;56852,73675;55875,96;98,28
100297;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;GYREX;259960,5718;313230,22;120,49
100297;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;PHOCUSS  ;17716,17717;39256;221,58
100297;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;SAYFREN;31808,05747;19462,33;61,19
100297;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;SECITA;191221,5013;221417;115,79
100297;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;DULOXX;93321,24029;97400,4;104,37
100297;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;ETKINIA  ;59121,83031;58218,15;98,47
100297;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;GYREX;258226,624;301001,41;116,56
100297;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;PHOCUSS  ;22216,45885;46496,8;209,29
100297;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;SAYFREN;31480,56987;27008,61;85,79
100297;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;SECITA;200808,0011;231441,02;115,25
100297;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;DULOXX;99780,3119;97259,15208;97,47
100297;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;ETKINIA  ;60461,29818;70688,77197;116,92
100297;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;GYREX;272641,5766;317569,6581;116,48
100297;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;PHOCUSS  ;28774,10793;50140,03344;174,25
100297;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;SECITA;203629,1288;242618,4335;119,15
100299;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;BRONCHOREST  ;72469,32247;92066,05;127,04
100299;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;DICLOFLAM  ;236244,1763;160933,08;68,12
100299;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;PARAFON/X;407262,647;459132,69;112,74
100299;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST  ;95578,45747;119590,2;125,12
100299;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM  ;236508,3433;144400,14;61,05
100299;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;433477,3332;412293,1;95,11
100299;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;BRONCHOREST  ;70203,73447;71586,91138;101,97
100299;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;DICLOFLAM  ;218052,0528;123912,32;56,83
100299;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;PARAFON/X;426960,2378;184526,16;43,22
100311;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;DULOXX;163960,4145;194410,7;118,57
100311;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;ETKINIA  ;80783,25107;78270,69;96,89
100311;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;GYREX;318442,8294;351754,2;110,46
100311;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;PHOCUSS  ;38646,52077;68824;178,09
100311;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;SAYFREN;55506,98924;72872,37;131,29
100311;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;SECITA;290184,5579;310594,13;107,03
100311;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;DULOXX;163842,8737;198974,88;121,44
100311;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;ETKINIA  ;84133,16195;81760,38;97,18
100311;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;GYREX;315335,4792;381514,51;120,99
100311;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;PHOCUSS  ;48425,06386;90739,6;187,38
100311;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;SAYFREN;54733,82387;68931,51;125,94
100311;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;SECITA;304589,9862;330609,24;108,54
100311;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;DULOXX;175034,355;200888,7151;114,77
100311;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;ETKINIA  ;86039,29442;85886,0133;99,82
100311;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;GYREX;333314,9607;376001,0171;112,81
100311;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;PHOCUSS  ;62718,73366;105807,1469;168,7
100311;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;SECITA;308867,3102;331805,3733;107,43
100313;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;FLUREND;229289,0537;163658;71,38
100313;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;ILIADIN;1075567,442;949013,08;88,23
100313;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;MAGNIS  ;53301,38759;57112,3;107,15
100313;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;631447,1164;565191,87;89,51
100313;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS  ;64535,38514;60801,36;94,21
100313;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;TERBISIL;226332,2766;193975,28;85,7
100313;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;ILIADIN;401126,5197;351177,48;87,55
100313;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;MAGNIS  ;69186,39982;61067,1264;88,26
100313;BTMv1 - Hedef Ürünler Kota Realizasyonu;3;TERBISIL;221607,4401;230934,2973;104,21
100319;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;ACETUDIL  ;84582,57868;170704,43;201,82
100319;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;FLEXO GRUP;394258,1151;348260,68;88,33
100319;BTMv1 - Hedef Ürünler Kota Realizasyonu;1;TRIBUDAT;158686,9998;178475,35;112,47
100319;BTMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL  ;153654,1004;190008;123,66
